path,sentence
common_voice_id_25289155.mp3,jawaban pertanyaan ini ada tiga buah
common_voice_id_25289156.mp3,cuaca akan semakin panas setelah masuk bulan juli
common_voice_id_25289157.mp3,omongomong malam ini ada waktu
common_voice_id_25295023.mp3,tolong ambilkan garam ini silahkan
common_voice_id_25295024.mp3,rumahku dirancang agar tahan gempa
common_voice_id_25295026.mp3,dia tidur seperti bayi
common_voice_id_25295027.mp3,tak perlu menangis seperti anak kecil
common_voice_id_25295695.mp3,apa kamu sedang terburuburu
common_voice_id_25295696.mp3,ya itu bisa diselesaikan dengan mudah
common_voice_id_25295697.mp3,jangan bicara saat mulut penuh
common_voice_id_25295714.mp3,kalau ditekan di sini bunyinya akan menjadi besar
common_voice_id_25295716.mp3,truk itu sedang dalam perawatan
common_voice_id_25295717.mp3,aku selalu berjalan ke sekolah
common_voice_id_25295718.mp3,ketika aku memasuki kafe aku melihat dua pemuda sedang menyaksikan pertandingan gulat di televisi
common_voice_id_25295719.mp3,orang yang badannya pendek itu pak kimura
common_voice_id_25295775.mp3,kereta bawah tanah murah cepat dan sangat praktis
common_voice_id_25295779.mp3,atap genting itu menghilang
common_voice_id_25295793.mp3,kare ini sangat pedas
common_voice_id_25295794.mp3,saya menghadiri pesta hanya untuk bersosialisasi
common_voice_id_25295795.mp3,saya seminggu sekali pergi ke karaoke
common_voice_id_25297155.mp3,saya sama sekali tidak mengerti bahasa jerman
common_voice_id_25297156.mp3,sepertinya saya akan terlambat ke acara itu karena hujan lebat
common_voice_id_25297157.mp3,tanda telah matang
common_voice_id_25297553.mp3,tom berlaku seolaholah tidak mendengarkan
common_voice_id_25297555.mp3,bulan ini pekerjaan saya sangat sibuk
common_voice_id_25297556.mp3,kameraku tahan air
common_voice_id_25297557.mp3,apakah dia tom
common_voice_id_25297563.mp3,tolong tunggu sebentar
common_voice_id_25297564.mp3,saya membaca buku sedikit lalu tidur
common_voice_id_25300525.mp3,mereka mempunyai satu anak
common_voice_id_25300526.mp3,ini film kuno jepang
common_voice_id_25300528.mp3,lamaran tom tidak diterima
common_voice_id_25303208.mp3,apa yang orang tersebut katakan
common_voice_id_25303209.mp3,hari ini tidak dingin
common_voice_id_25303210.mp3,aku menggenggam sebuah buku
common_voice_id_25303211.mp3,aku ingin tanya kamu
common_voice_id_25303212.mp3,mari kita jaga lingkungan kita sendiri
common_voice_id_25303224.mp3,saya menelepon rumah tetapi tidak ada siapasiapa
common_voice_id_25303226.mp3,silakan menunggu di ruang tunggu
common_voice_id_25303229.mp3,begitu
common_voice_id_25303239.mp3,mungkin dia sedang sakit
common_voice_id_25303242.mp3,di kelas ada seorang murid
common_voice_id_25303243.mp3,kalau belok kiri di bangunan itu ada rumah sakit
common_voice_id_25303263.mp3,saya berbelanja di toserba dan supermarket
common_voice_id_25303270.mp3,rumah saya kecil dan sempit
common_voice_id_25303271.mp3,orang cina suka bekerja keras
common_voice_id_25303272.mp3,sejumlah orang meninggal dalam kecelakaan lalulintas
common_voice_id_25303273.mp3,di taman banyak bunga cantik bermekaran
common_voice_id_25303274.mp3,suara aneh pun mulai terdengar dari makhluk  makhluk tersebut
common_voice_id_25303277.mp3,bagaimana pendapat anda tentang novel barunya
common_voice_id_25303278.mp3,tunggu sebentar tom
common_voice_id_25303291.mp3,apa ada biaya pengiriman
common_voice_id_25303294.mp3,saat besar nanti aku ingin menjadi presiden
common_voice_id_25303301.mp3,saya tidak pergi ke sekolah karena demam kemarin
common_voice_id_25303302.mp3,lepaskan tanganmu dari saya
common_voice_id_25303305.mp3,tom memberitahu mary bahwa dia tidak ingin melakukan apapun
common_voice_id_25303322.mp3,aku ingin merantau merasakan hidup di luar kota kelahiranku
common_voice_id_25303326.mp3,jika kamu sibuk saya bisa membantumu
common_voice_id_25303327.mp3,sudah jam sebelas
common_voice_id_25303329.mp3,ucapkan selamat tinggal
common_voice_id_25303335.mp3,kandang ayam itu sedang diperbaiki
common_voice_id_25303337.mp3,saya belajar bahasa jepang dengan mendengarkan kaset
common_voice_id_25303338.mp3,pak lee semakin pandai berbahasa jepang
common_voice_id_25303358.mp3,aku tidak mau difoto
common_voice_id_25303364.mp3,kamu sudah dari dulu ingin kesana bukan
common_voice_id_25303380.mp3,jangan membuatku kembali ke sana
common_voice_id_25303381.mp3,berkata lebih baik daripada diam
common_voice_id_25303382.mp3,senyum adalah ibadah
common_voice_id_25303383.mp3,topi itu terlihat bagus dipakai oleh tom
common_voice_id_25303384.mp3,tinggalkan aku sendiri sekarang
common_voice_id_25303568.mp3,dia bertanya bagaimana cara memasak ikan
common_voice_id_25303570.mp3,tom melakukannya
common_voice_id_25303571.mp3,saya tidak bisa pergi ke sekolah karena demam tinggi
common_voice_id_25303572.mp3,di negeri itu apa ada pekerjaan sosial
common_voice_id_25303573.mp3,pengalaman tanpa belajar lebih baik daripada belajar tanpa pengalaman
common_voice_id_25303581.mp3,saya sedang belajar bahasa inggris sekarang
common_voice_id_25303586.mp3,saya pergi jalanjalan ke taman dengan anjing saya pada malam hari
common_voice_id_25303587.mp3,saya baru saja makan sushi dan minum bir
common_voice_id_25303597.mp3,malam ini saya mengerjakan pekerjaan rumah di perpustakaan
common_voice_id_25303598.mp3,aku menunggu balasanmu ya
common_voice_id_25303599.mp3,engsel pintu tersebut rusak
common_voice_id_24931031.mp3,semua makanan sudah tidak ada
common_voice_id_24931032.mp3,namamu berada pada daftar diatas
common_voice_id_24931034.mp3,saya harus mengembalikan buku selambatlambatnya hari selasa
common_voice_id_24931035.mp3,bagaimana cara memasak makanan ini
common_voice_id_24931036.mp3,di mana kamar kecilnya
common_voice_id_24931044.mp3,tidak ada orang yang sempurna
common_voice_id_24931045.mp3,saya melihat anwar sedang pergi terburuburu
common_voice_id_24931047.mp3,makan makanan yang sehat
common_voice_id_24931048.mp3,terus kenapa
common_voice_id_24931051.mp3,bukannya sekolah dia malah di rumah
common_voice_id_24931052.mp3,saya merasa senang sekali bertemu denganmu
common_voice_id_24931053.mp3,gantung pakaian ini pada gantungan
common_voice_id_24931054.mp3,bisakah bawakan saya bantal dan selimut tolong
common_voice_id_24931055.mp3,tom memecahkan vas ming dari cina milik mary yang mahal
common_voice_id_24931057.mp3,gigi seri bawah sampai agak goyang karena karang gigi
common_voice_id_24931058.mp3,tom terlihat mengkhawatirkan sesuatu
common_voice_id_24931059.mp3,mandilah dua kali sehari
common_voice_id_24931060.mp3,hari ini saya sering bertemu dengan pak kobayashi
common_voice_id_24931061.mp3,tolong tekan tombolnya
common_voice_id_24931064.mp3,pelajaran ini sangat menarik
common_voice_id_24931065.mp3,buku siapa ini
common_voice_id_24931066.mp3,lepas jasmu dan silakan bersantai
common_voice_id_24931067.mp3,saya akan kembali mengambil tas tangan
common_voice_id_24931068.mp3,dia selalu kekurangan uang
common_voice_id_24931076.mp3,temanteman tolong bantu unggah ini
common_voice_id_24931077.mp3,perempuan cantik itu adalah ibu kimura
common_voice_id_24931078.mp3,saya mengambilkan garam untuk pak lee
common_voice_id_24931079.mp3,aku akan membantu saat kau dalam masalah
common_voice_id_24931080.mp3,karena keretanya penuh aku berdiri sepanjang jalan menuju tokyo
common_voice_id_24931083.mp3,saya ingin ini dan itu
common_voice_id_24931084.mp3,pak tanaka diminta pak hayashi membantunya bekerja
common_voice_id_24931085.mp3,bin tinggal di singapura
common_voice_id_24931086.mp3,kemana saja kamu selama ini
common_voice_id_24931087.mp3,tom adalah yang tertinggi di kelasnya
common_voice_id_24931089.mp3,aku sampai di narita kemarin lusa
common_voice_id_24931090.mp3,apakah bisa mengerjakan ujian kalau begitu tolong keluarkan
common_voice_id_24931092.mp3,pengisian internet dapat dilakukan setiap tanggal enam
common_voice_id_24931093.mp3,kompleks perumahan itu jauh sekali
common_voice_id_24931102.mp3,kare adalah makanan india
common_voice_id_24931103.mp3,selamat datang di tempat penerjemahan
common_voice_id_24931104.mp3,penyair sering membandingkan kematian dengan tidur
common_voice_id_24931105.mp3,salah satu impiannya adalah lolos mendapatkan beasiswa ke luar negeri
common_voice_id_24931106.mp3,serta makin bertambahnya anak  anak muda yang nongkrong di tempat tersebut
common_voice_id_24931120.mp3,tidak ada yang memahami saya
common_voice_id_24931122.mp3,saya tidak ingin memakai jas karena panas saat musim panas
common_voice_id_24931123.mp3,burungnya ada di atas langit
common_voice_id_24931124.mp3,dia lebih tinggi daripada saya
common_voice_id_24931125.mp3,bisakah kamu lebih pelan
common_voice_id_24931128.mp3,harga tanah di jepang mahal sekali
common_voice_id_24931129.mp3,kenapa kamu lama sekali
common_voice_id_24931130.mp3,semuanya seribu enam ratus yen
common_voice_id_24931131.mp3,rumahku menghadap selatan
common_voice_id_24931132.mp3,mungkin kita bisa bersama suatu saat nanti
common_voice_id_24931139.mp3,maaf membuatmu menunggu begitu lama
common_voice_id_24931140.mp3,tom sangat suka bermain gitar
common_voice_id_24931141.mp3,rapat itu diadakan di sini
common_voice_id_24931142.mp3,dia sering membuatkan kami makan siang
common_voice_id_24931144.mp3,indonesia adalah negara terbesar di asia tenggara
common_voice_id_24931145.mp3,halo nama saya tasya dan saya berasal dari kota jakarta
common_voice_id_24931147.mp3,bayar pajak nggak salah tuh
common_voice_id_24931148.mp3,tempat lahir pak tanaka adalah tokyo
common_voice_id_24931155.mp3,mendingan naik ojek daripada bus
common_voice_id_24931156.mp3,aku ingin marah kepadanya tapi aku tak bisa
common_voice_id_24931157.mp3,silakan yang mau ikut kelas mozilla besok
common_voice_id_24931158.mp3,makan itu kebutuhan pokok
common_voice_id_24931160.mp3,berkontribusi kepada tatoeba bukanlah hobi yang mahal
common_voice_id_24931167.mp3,anjing itu nampaknya sakit
common_voice_id_24931169.mp3,kemarin aku makan gadogado
common_voice_id_24931171.mp3,kami sudah menghapus data mahasiswa
common_voice_id_24931172.mp3,nenek pak kobayashi memakai kacamata
common_voice_id_24931180.mp3,ruangannya sempit
common_voice_id_24931182.mp3,aku mendengar dia dikeluarkan dari tempat kerjanya
common_voice_id_24931183.mp3,jangan membuatku tertawa
common_voice_id_24931184.mp3,tom memarahi anak lakilakinya karena telah terlambat
common_voice_id_24931185.mp3,apakah anda merasa bersalah
common_voice_id_24931188.mp3,karena tidak bisa duduk di sini saya duduk di sana
common_voice_id_24931189.mp3,sementara itu aku akan berlibur ke pulau seribu
common_voice_id_24931190.mp3,kapan ulang tahunmu
common_voice_id_24931191.mp3,makanan dan pelayanannya baik sekali
common_voice_id_24931192.mp3,kamu dapat beristirahat sampai malam
common_voice_id_24931199.mp3,buku tulis ada di dalam tas
common_voice_id_24931200.mp3,kapan kamu pulang ke rumah
common_voice_id_24931201.mp3,kata sandinya adalah muiriel
common_voice_id_24931202.mp3,sudah jam tujuh
common_voice_id_24931203.mp3,kalian boleh pergi ke mana pun yang kalian suka
common_voice_id_24931205.mp3,mereka sedang mencari kebahagian
common_voice_id_24931206.mp3,tidur kalian jangan bergadang
common_voice_id_24931207.mp3,saya kira kualitasnya bakal lebih baik dari ini
common_voice_id_24931208.mp3,aku harus berkelana mencari buah hati
common_voice_id_24931209.mp3,saya mencintaimu selamanya
common_voice_id_20953537.mp3,banyak orang meninggal
common_voice_id_20953539.mp3,saya ingin kamu baca buku ini
common_voice_id_20953540.mp3,dia akan menjadi doktor dalam dua tahun
common_voice_id_20953541.mp3,saya menggunakan garpu ketika makan keik
common_voice_id_20953542.mp3,kapal akan berlabuh di cadiz
common_voice_id_20953586.mp3,apakah di sini sering hujan saat musim panas
common_voice_id_20953588.mp3,aku sudah tidak tahan lagi
common_voice_id_20953589.mp3,majalah apapun boleh
common_voice_id_20953591.mp3,memberi lebih baik daripada diberi
common_voice_id_20953631.mp3,saya ingin mengunjungi fiji
common_voice_id_20953633.mp3,tujuan aku ingin mempelajari bahasa mu
common_voice_id_20953637.mp3,di atas meja ada buku dan buku tulis
common_voice_id_20953641.mp3,di sana terdapat kalender menggantung di dinding
common_voice_id_20953681.mp3,kedua orang tuanya baikbaik saja
common_voice_id_20953682.mp3,tas itu sama dengan tas saya
common_voice_id_20953693.mp3,aturan yang bagus untuk melihat kedua arah sebelum menyeberang jalan raya di mana saja
common_voice_id_20953696.mp3,kurang tidur tidak baik bagi kesehatan anda
common_voice_id_20953699.mp3,datanya sama sekali tidak akurat
common_voice_id_20953701.mp3,meskipun dia telah tiada aku tetap mencintainya lebih dari apapun juga
common_voice_id_20953702.mp3,rumah itu milikku
common_voice_id_20953718.mp3,gadis yang berdiri di sana adalah mary
common_voice_id_20953723.mp3,tanaman tersebut perlu di siram
common_voice_id_20953738.mp3,tolong nyalakan lampu
common_voice_id_20953740.mp3,jenis musik apa yang kamu suka
common_voice_id_20953756.mp3,datanglah ke rumah kapanpun kamu suka
common_voice_id_20953757.mp3,karangan ini ditulis dengan sangat baik
common_voice_id_20953758.mp3,saya perlu obat untuk mengurangi rasa sakit
common_voice_id_20953759.mp3,tikus itu diperangkap ke dalam jebakan dengan potongan keju besar
common_voice_id_20953760.mp3,pak kimura sangat lucu
common_voice_id_20953809.mp3,buku di dalam tas
common_voice_id_20953818.mp3,dia mencoba berhenti merokok
common_voice_id_20953819.mp3,libur musim panas dari tanggal satu agustus
common_voice_id_20953822.mp3,tom harus membersihkan kamarnya
common_voice_id_20953845.mp3,banjir disebabkan oleh sampah yang menumpuk di sungai
common_voice_id_20953847.mp3,saya mendapat sapu tangan kuning pada hari ulang tahun
common_voice_id_20953853.mp3,dimana ada kemauan disitu ada jalan
common_voice_id_20953855.mp3,karena supermarket tutup saya tidak bisa belanja
common_voice_id_20953879.mp3,halhal ini tidak berjalan sesuai yang direncanakan
common_voice_id_20953890.mp3,anda membuat saya bosan
common_voice_id_20953891.mp3,bahkan tom sedikit terkejut
common_voice_id_20953893.mp3,ada di lantai tiga bangunan ini
common_voice_id_20953894.mp3,tak ada yang dapat merusak persahabatan sejati
common_voice_id_20953938.mp3,apa yang sedang kamu lakukan
common_voice_id_20953940.mp3,di sini kota besar dan ramai
common_voice_id_20953941.mp3,terkadang dia bertingkah seolaholah dia adalah bosku
common_voice_id_20953943.mp3,saya membeli baju yang lebih murah
common_voice_id_20953944.mp3,belajar bersama menyenangkan
common_voice_id_20953980.mp3,saya dengar besok angin bertiup kencang
common_voice_id_20953985.mp3,besok dia di rumah
common_voice_id_20953989.mp3,semuanya ada sepuluh
common_voice_id_20953994.mp3,anda bisa mengunjungi saya besok
common_voice_id_20953995.mp3,jangan bilang siapasiapa
common_voice_id_20954023.mp3,janganlah kau terus bermuram durja
common_voice_id_20954026.mp3,saya menulis jawaban soal di kertas ini
common_voice_id_20954029.mp3,kemarin saya menyerahkan peta kota ini kepada pak kimura
common_voice_id_20954031.mp3,rumah adalah tempat kita pulang
common_voice_id_20954032.mp3,jadi kamu dalang dibalik semua ini
common_voice_id_20954053.mp3,semuanya ingin duduk disampingnya
common_voice_id_20954059.mp3,kemarin saya mendengar berita menarik dari teman saya
common_voice_id_20954062.mp3,polisi itu mengejarmu
common_voice_id_20954063.mp3,bepergian ke okinawa naik pesawat berapa lama
common_voice_id_20954064.mp3,tidak boleh masuk ke kamar itu
common_voice_id_20954093.mp3,dia memiliki keinginan yang kuat untuk bekerja sebagai seorang penerjemah
common_voice_id_20954095.mp3,yang mana yang paling enak
common_voice_id_20954096.mp3,apakah kalian setuju
common_voice_id_20954101.mp3,jangan benturkan kepalamu ke tembok batu
common_voice_id_20954102.mp3,pelajaran mulai pukul sembilan pagi
common_voice_id_20954123.mp3,obat ini tidak memiliki efek samping yang berbahaya
common_voice_id_20954124.mp3,nampaknya hujan
common_voice_id_20954125.mp3,pemasukannya berkurang setengah setelah pensiun
common_voice_id_20954126.mp3,kita tidak bisa bermain tenis saat angin bertiup kencang
common_voice_id_20954128.mp3,saya lebih suka ikan daripada daging
common_voice_id_20954173.mp3,para pengendara harus memperhatikan rambu lalu lintas
common_voice_id_20954174.mp3,pak kobayashi tidak tahu restoran itu
common_voice_id_20954175.mp3,sekarang muiriel sudah berumur dua puluh tahun
common_voice_id_20954207.mp3,sungai shinano paling panjang dibandingkan sungai lainnya di jepang
common_voice_id_20954209.mp3,dengarkan baikbaik maksud perkataan saya
common_voice_id_20954212.mp3,makan pagi telah dipesan
common_voice_id_20954214.mp3,dia menunjukkan maksudnya yang sebenarnya
common_voice_id_20954244.mp3,pak tanaka pergi ke luar negeri pada tanggal dua bulan depan
common_voice_id_20954246.mp3,aku ingin buku itu katanya pada dirinya sendiri
common_voice_id_20954249.mp3,pak matsui belum membuat pekerjaan rumah
common_voice_id_20954255.mp3,ia benarbenar punya selera humor yang rendah
common_voice_id_20954258.mp3,rumah baru sangat nyaman karena dapurnya luas
common_voice_id_20954260.mp3,pulau itu ditemukan oleh siapa
common_voice_id_20954261.mp3,anak perempuan itu melompat
common_voice_id_20954262.mp3,makan ikan bagus untuk kesehatanmu
common_voice_id_20954263.mp3,tom berniat untuk membersihkan garasinya yang sudah tidak dibersihkan selama bertahun tahun
common_voice_id_20954264.mp3,lawan kata dari salah adalah benar
common_voice_id_20954265.mp3,daging ayam murah tetapi daging sapi lebih enak
common_voice_id_20954266.mp3,saya belum bisa bicara bahasa indonesia dengan lancar
common_voice_id_20954267.mp3,saya berlari tiga kilometer setiap pagi
common_voice_id_20953937.mp3,meskipun dia telah tiada aku tetap mencintainya lebih dari apapun juga
common_voice_id_20953939.mp3,apa yang sedang kamu lihat
common_voice_id_20953942.mp3,kembali ke tempat dudukmu
common_voice_id_20953945.mp3,warna kesukaan saya adalah biru
common_voice_id_20953947.mp3,aku ingin minum kopi
common_voice_id_20954003.mp3,hanya sepuluh menitan berjalan kaki
common_voice_id_20954006.mp3,apa yang kamu lakukan dalam beberapa bulan ini
common_voice_id_20954012.mp3,yang mana yang paling enak
common_voice_id_20954014.mp3,saya telah menolak undangan makan malam darinya
common_voice_id_20954018.mp3,sungai itu meluap dengan cepat karena hujan deras
common_voice_id_20954104.mp3,saat ini aku baikbaik saja di semarang
common_voice_id_20954107.mp3,jangan khawatir saya sendiri yang akan menjagamu
common_voice_id_20954109.mp3,dia membaca sebanyak dua puluh buku setiap minggu
common_voice_id_20954111.mp3,berbicara dengan orang asing sangat menyenangkan
common_voice_id_20954181.mp3,tolong berikan selembar kertas
common_voice_id_20954186.mp3,kami semua memakai seragam ke sekolah
common_voice_id_20954188.mp3,besok saya akan pergi menonton film bersama teman
common_voice_id_20954190.mp3,ini bukan ikan
common_voice_id_20954192.mp3,seperti ayah seperti anak
common_voice_id_20954230.mp3,aku merindukanmu
common_voice_id_20954231.mp3,karena sakit gigi saya tidak bisa makan apaapa
common_voice_id_20954232.mp3,saya meletakkan buku di meja
common_voice_id_20954233.mp3,bukankah tom sungguh menyukai berenang
common_voice_id_20954235.mp3,aku tidak menyukai alice
common_voice_id_20954285.mp3,kapan terakhir kali kamu menari
common_voice_id_20954287.mp3,kalimat tadi bukan baru sekali diucapkan
common_voice_id_20954288.mp3,kakak perempuan saya akan menikah pada musim semi tahun depan
common_voice_id_20954291.mp3,toko sayur ini menjual dengan harga murah pada tanggal delapan setiap bulan
common_voice_id_20954294.mp3,aku kehilangan keseimbangan dijalan yang berlumpur itu
common_voice_id_20954336.mp3,saya memasukkan banyak susu ke kopi
common_voice_id_20954339.mp3,selamat liburan
common_voice_id_20954342.mp3,saya mengangkat tangan ke atas
common_voice_id_20954343.mp3,asalkan beberapa orang memahamiku
common_voice_id_20954345.mp3,tidak tidak sakit
common_voice_id_20954441.mp3,ini sangat menyedihkan
common_voice_id_20954446.mp3,rambut anak itu hitam
common_voice_id_20954448.mp3,apa dia lulus di ujian itu
common_voice_id_20954451.mp3,berapa umurnya dia dua belas tahun
common_voice_id_20954510.mp3,toko sayur lebih murah daripada supermarket
common_voice_id_20954512.mp3,kuenya terlalu manis
common_voice_id_20954514.mp3,kemarin tom menonton televisi
common_voice_id_20954517.mp3,tom mengunci dirinya dalam kamar
common_voice_id_20954560.mp3,kami harus melapor ke kantor imigrasi
common_voice_id_20954564.mp3,aku ingin kertas
common_voice_id_20954565.mp3,bola sepak itu kempis
common_voice_id_20954566.mp3,saya pulang ke rumah
common_voice_id_20954567.mp3,kami sekelas keluar jalanjalan
common_voice_id_20954612.mp3,mau pergi ke mana musim panas ini
common_voice_id_20954614.mp3,apakah ada orang yang bisa melafalkan kalimat ini
common_voice_id_20954620.mp3,rencananya kita akan pergi ke estonia bulan depan
common_voice_id_20954622.mp3,hanya ibuku yang benarbenar mengerti aku
common_voice_id_20954625.mp3,setahu aku museum itu tutup setiap hari senin
common_voice_id_20954674.mp3,hari ini hari minggu tetapi saya ada kerja
common_voice_id_20954678.mp3,saya tidak ingin bertemu lagi dengannya
common_voice_id_20954679.mp3,tolong matikan lampu kamar
common_voice_id_20954684.mp3,penonton tersebut nampak bosan
common_voice_id_20954688.mp3,kemarin saya kehilangan kunci
common_voice_id_20954761.mp3,di atas meja ada buku
common_voice_id_20954762.mp3,banyak orang berbaris di belakang saya
common_voice_id_20954765.mp3,kami memelihara kudakuda kami secara bergantian
common_voice_id_20954768.mp3,setelah selesai dipakai komputer harap dimatikan
common_voice_id_20954769.mp3,saya menggosok gigi setelah makan nasi
common_voice_id_20954826.mp3,doktor membujuknya untuk berhenti merokok
common_voice_id_20954829.mp3,simpan itu dalam ingatanmu bahwa tidak ada jalan yang menyenangkan untuk semua
common_voice_id_20954830.mp3,tom bisakah kamu lebih pelan
common_voice_id_20954831.mp3,ruangan ini terlalu sempit untuk kami
common_voice_id_20954832.mp3,setiap bulan saya menulis surat untuk teman di luar negeri
common_voice_id_20954913.mp3,shizuko berbuat curang di ujian dan mendapatkan hukuman yang setimpal
common_voice_id_20954917.mp3,dia mungkin kembali kerumah melalui jalan lain
common_voice_id_20954920.mp3,tom biasanya datang mengunjungi kami setiap musim panas
common_voice_id_20954921.mp3,ada masalah yang tidak kamu lihat
common_voice_id_20954922.mp3,dia bisa berbicara empat bahasa
common_voice_id_20955001.mp3,bolehkah saya memilih tempat duduk saya sendiri
common_voice_id_20955006.mp3,satu hari itu sangat singkat
common_voice_id_20955009.mp3,saya memesan masakan ini
common_voice_id_20955015.mp3,mungkin dia lupa hari ulang tahunku
common_voice_id_20955019.mp3,apa yang akan kamu berikan pada mike di hari ulang tahunnya
common_voice_id_20955057.mp3,kecelakaan itu mengakibatkan kemacetan
common_voice_id_20955059.mp3,ini tidak mahal
common_voice_id_20955060.mp3,pernahkah kamu memikirkan tentang tom
common_voice_id_20955062.mp3,jumlah penduduk di kota itu semakin tahun semakin berkurang
common_voice_id_20955064.mp3,makanan yang saya sukai adalah kare
common_voice_id_20955188.mp3,susah sekali memuaskan semua pihak
common_voice_id_20955191.mp3,sepertinya kereta tidak akan datang tepat waktu
common_voice_id_20955194.mp3,apakah kamu bisa mengecek tekanan bannya
common_voice_id_20955196.mp3,aku sedang berbicara dengan muridku
common_voice_id_20955198.mp3,tidak ada tuhan selain allah muhammad adalah utusan allah
common_voice_id_20955248.mp3,aku mendengar cerita yang mengagumkan kemarin
common_voice_id_20955249.mp3,sepatu ini tua
common_voice_id_20955250.mp3,saya punya dua ikan merah
common_voice_id_20955252.mp3,tom memutar gagang pintu secara perlahan
common_voice_id_20955253.mp3,tom terlihat terkejut
common_voice_id_20953744.mp3,tidak boleh memakai topi selama pelajaran
common_voice_id_20953747.mp3,minggu lalu saya pergi ke bioskop dengan pak lee dan menonton film
common_voice_id_20953752.mp3,saya memberikan hadiah ulang tahun kepada ibu saya
common_voice_id_20953799.mp3,dia orang pertama yang tiba
common_voice_id_20953808.mp3,saya mengetahui nama binatang itu
common_voice_id_20953810.mp3,hari ini sangat menyenangkan
common_voice_id_20953813.mp3,apa yang kamu lakukan dalam beberapa bulan ini
common_voice_id_20953875.mp3,daging sapi adalah daging yang paling mahal
common_voice_id_20953887.mp3,biasanya kami memanggil dia toshi
common_voice_id_20953892.mp3,buku tulis ini berbeda dengan buku tulis saya
common_voice_id_20953895.mp3,pekerjaanku telah selesai
common_voice_id_20953901.mp3,sekarang pukul tujuh pagi
common_voice_id_20953903.mp3,tom terjatuh ke dalam kolam
common_voice_id_20953904.mp3,tom adalah orang yang menanam mawar di kebun kita
common_voice_id_20953908.mp3,apakah kamu mengenal mereka
common_voice_id_20953963.mp3,tom berkata saya adalah pendengar yang baik
common_voice_id_20953969.mp3,kami ingin anda datang ke pesta kami
common_voice_id_20954001.mp3,ibu dan ayah pulang ke rumah
common_voice_id_20954002.mp3,agenda berikutnya adalah istirahat
common_voice_id_20954044.mp3,dia bilang begitu
common_voice_id_20954045.mp3,tom perlu menurunkan berat badan tiga atau empat kilo
common_voice_id_20954046.mp3,pada jam sibuk kemacetan memperlambat kedatangan saya selama dua jam
common_voice_id_20954047.mp3,saya ingin pergi
common_voice_id_20954083.mp3,makasih
common_voice_id_20954087.mp3,saya berencana jalanjalan ke luar negeri tahun depan
common_voice_id_20954090.mp3,apakah masih hujan
common_voice_id_20954091.mp3,maaf tapi saya sibuk saat ini
common_voice_id_20954127.mp3,jika tom lebih dewasa dia akan mengerti
common_voice_id_20954138.mp3,menurutku itu bukan ide yang bagus
common_voice_id_20954187.mp3,tidak tahu mau pergi ke mana
common_voice_id_20954191.mp3,tom menuang brandy ke dalam gelas
common_voice_id_20954193.mp3,kami telah tertunda oleh kemacetan lalu lintas jadi kami harus bergegas
common_voice_id_20954194.mp3,jagalah kebersihan kelasmu
common_voice_id_20954195.mp3,mulai tahun depan kakak lakilaki saya bekerja di bank
common_voice_id_20954234.mp3,bepergian ke okinawa naik pesawat berapa lama
common_voice_id_20954236.mp3,ulang tahunmu semakin dekat
common_voice_id_20954237.mp3,masa kecilku menyenangkan
common_voice_id_20954241.mp3,kakak perempuan saya cantik
common_voice_id_20954309.mp3,burung sedang minum air
common_voice_id_20954312.mp3,dia menunjukkan maksudnya yang sebenarnya
common_voice_id_20954313.mp3,jangan berdiri terlalu lama
common_voice_id_20954442.mp3,lima menit lagi pelajaran selesai
common_voice_id_20954445.mp3,tanpa gentar ia menolak untuk menyerah
common_voice_id_20954453.mp3,ya saya mengerti
common_voice_id_20954454.mp3,televisi tidak baik untuk mata
common_voice_id_20954455.mp3,dapatkah kamu melihatku tom
common_voice_id_20954456.mp3,mary menolak undangan ke konser
common_voice_id_20954458.mp3,mengapa kamu mengira bahwa tom yang melakukannya
common_voice_id_20954480.mp3,tom pergi ke boston untuk menemui mary
common_voice_id_20954482.mp3,alam semesta penuh dengan misteri
common_voice_id_20954485.mp3,lampu sudah dimatikan
common_voice_id_20954490.mp3,sialan
common_voice_id_20954661.mp3,hari ini safira memakai baju berwarna biru
common_voice_id_20954663.mp3,semua ini membosankan
common_voice_id_20954665.mp3,tahu sebelum terjadi
common_voice_id_20954670.mp3,dia sedang menangis
common_voice_id_20954722.mp3,aku harap kau berada dekat denganku
common_voice_id_20954726.mp3,aku sangat suka lagu ini
common_voice_id_20954729.mp3,dave adalah perenang tercepat dari semua teman sekelasku
common_voice_id_20954730.mp3,tom lahir di mana
common_voice_id_20954805.mp3,pekerjaan saya sibuk tetapi menarik
common_voice_id_20954807.mp3,ibu saya selalu meminta saya berbelanja
common_voice_id_20954809.mp3,percobaannya berhasil
common_voice_id_20954883.mp3,saya besok pergi ke kedutaan
common_voice_id_20954885.mp3,karena sudah jam setengah delapan saya harus keluar rumah
common_voice_id_20954887.mp3,masalahnya adalah kita tidak punya cukup uang
common_voice_id_20954888.mp3,saya tidak mengerti
common_voice_id_20954952.mp3,hari ini saya banyak berjalan kaki
common_voice_id_20954955.mp3,saya menerima buku dari ayah saya
common_voice_id_20954956.mp3,keberatan anda telah dicatat
common_voice_id_20954961.mp3,terkadang ia berperilaku aneh
common_voice_id_20954995.mp3,pemandu wisata memberi tahu kami tentang kota ini
